order_item_id,order_id,menu_id,quantity,price,subtotal,created_date,modified_date
332,134,63,1,11.65,11.65,2025-12-16 08:48:57,2025-12-24 08:48:57
333,134,61,2,9.24,18.48,2025-10-24 08:48:57,2025-08-03 08:48:57
334,135,107,2,9.56,19.12,2026-03-16 08:48:57,2026-03-18 08:48:57
335,135,105,1,17.96,17.96,2025-08-23 08:48:57,2025-10-12 08:48:57
336,135,109,2,7.61,15.22,2025-08-06 08:48:57,2025-10-29 08:48:57
337,136,32,3,5.37,16.11,2025-12-14 08:48:57,2025-10-21 08:48:57
338,136,33,3,19.31,57.93,2026-07-18 08:48:57,2025-09-11 08:48:57
339,136,34,3,13.59,40.77,2025-09-28 08:48:57,2026-07-31 08:48:57
340,137,144,1,5.86,5.86,2026-06-10 08:48:57,2025-11-28 08:48:57
341,137,138,2,11.49,22.98,2026-04-06 08:48:57,2026-06-07 08:48:57
342,137,141,2,18.61,37.22,2026-04-04 08:48:57,2026-08-06 08:48:57
343,138,29,3,21.06,63.18,2025-07-31 08:48:57,2026-05-28 08:48:57
344,139,6,1,15.81,15.81,2026-04-02 08:48:57,2025-07-09 08:48:57
345,139,4,2,21.71,43.42,2026-05-13 08:48:57,2025-11-16 08:48:57
346,139,1,2,18.29,36.58,2026-07-01 08:48:57,2026-05-31 08:48:57
347,139,3,2,8.04,16.08,2025-07-24 08:48:57,2026-01-14 08:48:57
348,140,94,3,21.95,65.85,2025-12-31 08:48:57,2025-08-07 08:48:57
349,140,98,1,19.68,19.68,2026-04-28 08:48:57,2025-10-22 08:48:57
350,140,98,2,19.68,39.36,2026-07-17 08:48:57,2025-09-19 08:48:57
351,140,95,1,11.99,11.99,2026-07-18 08:48:57,2026-05-20 08:48:57
352,141,72,2,9.19,18.38,2026-03-12 08:48:57,2025-12-13 08:48:57
353,141,70,2,15.43,30.86,2025-08-29 08:48:57,2025-08-17 08:48:57
354,141,72,2,9.19,18.38,2026-04-01 08:48:57,2026-05-31 08:48:57
355,141,72,1,9.19,9.19,2026-03-19 08:48:57,2025-12-27 08:48:57
356,142,14,3,6.71,20.13,2025-08-29 08:48:57,2026-07-23 08:48:57
357,142,10,3,18.95,56.85,2025-09-21 08:48:57,2026-02-13 08:48:57
358,142,15,3,5.16,15.48,2025-09-14 08:48:57,2026-03-27 08:48:57
359,142,14,2,6.71,13.42,2026-03-30 08:48:57,2026-06-24 08:48:57
360,143,68,2,8.12,16.24,2025-12-20 08:48:57,2025-07-14 08:48:57
361,143,65,3,11.9,35.7,2025-09-03 08:48:57,2025-10-16 08:48:57
362,143,65,3,11.9,35.7,2026-02-22 08:48:57,2025-09-01 08:48:57
363,144,47,3,9.52,28.56,2026-08-08 08:48:57,2025-09-03 08:48:57
364,144,45,1,9.51,9.51,2026-08-07 08:48:57,2026-01-15 08:48:57
365,145,25,1,17.54,17.54,2025-08-28 08:48:57,2025-12-28 08:48:57
366,146,100,3,20.22,60.66,2026-03-21 08:48:57,2026-04-07 08:48:57
367,146,100,1,20.22,20.22,2026-08-01 08:48:57,2025-09-30 08:48:57
368,146,99,1,15.48,15.48,2025-10-13 08:48:57,2025-09-11 08:48:57
369,147,132,3,17.09,51.27,2026-06-12 08:48:57,2025-08-16 08:48:57
370,147,128,1,10.45,10.45,2025-10-08 08:48:57,2026-06-08 08:48:57
371,148,132,1,17.09,17.09,2026-06-18 08:48:57,2025-08-22 08:48:57
372,148,129,2,8.78,17.56,2026-03-16 08:48:57,2025-12-17 08:48:57
373,148,128,3,10.45,31.35,2025-12-24 08:48:57,2026-03-25 08:48:57
374,148,131,3,14.69,44.07,2025-09-06 08:48:57,2025-07-15 08:48:57
375,149,124,1,21.48,21.48,2025-07-10 08:48:57,2026-07-07 08:48:57
376,149,124,1,21.48,21.48,2026-01-30 08:48:57,2026-01-27 08:48:57
377,149,124,1,21.48,21.48,2026-04-03 08:48:57,2026-03-31 08:48:57
378,150,114,1,14.52,14.52,2025-12-05 08:48:57,2026-05-03 08:48:57
379,150,114,1,14.52,14.52,2025-09-17 08:48:57,2025-12-05 08:48:57
380,151,139,3,10.74,32.22,2025-07-16 08:48:57,2026-01-05 08:48:57
381,152,36,3,15.44,46.32,2026-06-20 08:48:57,2025-12-30 08:48:57
382,152,37,2,17.21,34.42,2026-06-22 08:48:57,2026-07-27 08:48:57
383,153,2,3,15.95,47.85,2025-08-06 08:48:57,2026-04-07 08:48:57
384,154,93,2,19.7,39.4,2026-05-29 08:48:57,2025-09-13 08:48:57
385,154,98,1,19.68,19.68,2026-07-25 08:48:57,2025-09-07 08:48:57
386,154,96,2,9.28,18.56,2026-05-28 08:48:57,2025-08-20 08:48:57
387,154,95,2,11.99,23.98,2025-10-23 08:48:57,2026-08-12 08:48:57
388,155,60,2,6.82,13.64,2026-01-19 08:48:57,2025-08-06 08:48:57
389,155,63,1,11.65,11.65,2025-11-10 08:48:57,2026-04-20 08:48:57
390,155,57,2,19.48,38.96,2025-08-26 08:48:57,2025-07-10 08:48:57
391,155,60,1,6.82,6.82,2025-10-27 08:48:57,2025-11-12 08:48:57
392,156,124,3,21.48,64.44,2026-03-11 08:48:57,2026-01-20 08:48:57
393,156,122,3,20.23,60.69,2025-09-16 08:48:57,2026-06-28 08:48:57
394,156,124,3,21.48,64.44,2026-02-20 08:48:57,2026-07-03 08:48:57
395,157,30,3,7.02,21.06,2026-05-02 08:48:57,2026-05-15 08:48:57
396,157,28,2,6.74,13.48,2025-09-09 08:48:57,2026-05-08 08:48:57
397,157,30,3,7.02,21.06,2026-01-26 08:48:57,2026-06-20 08:48:57
398,157,30,2,7.02,14.04,2026-07-01 08:48:57,2025-09-24 08:48:57
399,158,134,1,5.32,5.32,2026-07-26 08:48:57,2026-05-07 08:48:57
400,158,133,3,19.25,57.75,2025-10-14 08:48:57,2026-04-13 08:48:57
401,158,136,2,12.17,24.34,2026-07-12 08:48:57,2025-11-10 08:48:57
402,158,135,2,6.27,12.54,2025-11-13 08:48:57,2025-12-26 08:48:57
403,159,81,2,6.6,13.2,2026-07-16 08:48:57,2026-02-22 08:48:57
404,160,31,1,4.46,4.46,2026-04-27 08:48:57,2025-09-13 08:48:57
405,161,109,3,7.61,22.83,2026-05-29 08:48:57,2025-07-30 08:48:57
406,161,108,1,5.62,5.62,2026-07-08 08:48:57,2026-07-26 08:48:57
407,161,109,1,7.61,7.61,2025-12-06 08:48:57,2025-09-13 08:48:57
408,161,104,2,4.15,8.3,2025-10-01 08:48:57,2026-07-21 08:48:57
409,162,127,3,8.51,25.53,2026-06-08 08:48:57,2026-08-06 08:48:57
410,162,123,3,21.43,64.29,2026-07-19 08:48:57,2026-03-09 08:48:57
411,163,80,3,16.7,50.1,2026-05-18 08:48:57,2025-10-15 08:48:57
412,164,122,1,20.23,20.23,2025-12-02 08:48:57,2025-10-13 08:48:57
413,165,128,1,10.45,10.45,2026-01-07 08:48:57,2026-02-22 08:48:57
414,165,131,2,14.69,29.38,2026-06-13 08:48:57,2025-08-28 08:48:57
415,166,117,1,6.1,6.1,2025-07-18 08:48:57,2026-07-21 08:48:57
416,166,119,1,11.54,11.54,2026-02-23 08:48:57,2026-07-12 08:48:57
417,167,90,1,17.0,17.0,2025-07-22 08:48:57,2026-01-13 08:48:57
418,168,54,3,18.8,56.4,2026-05-21 08:48:57,2026-01-01 08:48:57
419,168,53,3,11.93,35.79,2026-07-24 08:48:57,2026-06-06 08:48:57
420,169,87,3,16.69,50.07,2025-10-04 08:48:57,2026-02-02 08:48:57
421,170,133,2,19.25,38.5,2026-07-03 08:48:57,2026-08-10 08:48:57
422,170,133,1,19.25,19.25,2026-06-29 08:48:57,2025-08-17 08:48:57
423,171,7,3,7.17,21.51,2025-07-14 08:48:57,2025-12-13 08:48:57
424,171,3,1,8.04,8.04,2026-06-01 08:48:57,2025-09-20 08:48:57
425,171,5,3,7.5,22.5,2025-12-26 08:48:57,2026-01-15 08:48:57
426,172,65,3,11.9,35.7,2025-08-24 08:48:57,2026-07-25 08:48:57
427,172,68,1,8.12,8.12,2025-08-11 08:48:57,2025-12-01 08:48:57
428,173,113,2,13.66,27.32,2026-01-11 08:48:57,2026-08-11 08:48:57
429,174,123,1,21.43,21.43,2025-11-15 08:48:57,2026-06-26 08:48:57
430,174,126,2,17.94,35.88,2025-07-20 08:48:57,2025-11-10 08:48:57
431,175,131,3,14.69,44.07,2025-09-10 08:48:57,2026-04-29 08:48:57
432,175,130,1,17.42,17.42,2026-05-06 08:48:57,2026-06-17 08:48:57
433,176,136,2,12.17,24.34,2026-05-15 08:48:57,2026-05-24 08:48:57
434,176,133,1,19.25,19.25,2025-09-17 08:48:57,2026-02-08 08:48:57
435,177,82,2,19.55,39.1,2026-04-07 08:48:57,2026-02-23 08:48:57
436,177,85,2,10.21,20.42,2026-07-22 08:48:57,2026-06-21 08:48:57
437,177,86,1,14.29,14.29,2025-11-11 08:48:57,2026-05-15 08:48:57
438,178,121,1,11.98,11.98,2025-12-08 08:48:57,2025-11-23 08:48:57
439,178,115,1,15.15,15.15,2026-04-15 08:48:57,2025-08-09 08:48:57
440,179,30,2,7.02,14.04,2026-05-04 08:48:57,2025-07-27 08:48:57
441,179,30,1,7.02,7.02,2025-07-11 08:48:57,2026-06-18 08:48:57
442,179,30,1,7.02,7.02,2026-06-24 08:48:57,2026-04-14 08:48:57
443,179,31,1,4.46,4.46,2026-02-02 08:48:57,2026-04-23 08:48:57
444,180,96,3,9.28,27.84,2025-12-08 08:48:57,2026-07-17 08:48:57
445,181,74,1,12.32,12.32,2025-10-05 08:48:57,2025-12-24 08:48:57
446,181,74,2,12.32,24.64,2026-02-03 08:48:57,2026-06-05 08:48:57
447,181,76,3,6.36,19.08,2026-05-06 08:48:57,2025-09-24 08:48:57
448,181,75,2,17.62,35.24,2026-05-02 08:48:57,2026-02-23 08:48:57
449,182,128,3,10.45,31.35,2025-10-26 08:48:57,2026-07-14 08:48:57
450,182,130,1,17.42,17.42,2026-06-18 08:48:57,2025-12-18 08:48:57
451,183,31,1,4.46,4.46,2025-07-20 08:48:57,2026-02-19 08:48:57
452,183,29,2,21.06,42.12,2025-10-08 08:48:57,2026-05-25 08:48:57
453,183,29,3,21.06,63.18,2025-11-03 08:48:57,2026-04-18 08:48:57
454,183,28,2,6.74,13.48,2025-11-19 08:48:57,2025-12-06 08:48:57
455,184,103,2,14.29,28.58,2025-12-20 08:48:57,2026-03-24 08:48:57
456,184,99,3,15.48,46.44,2026-01-06 08:48:57,2025-08-02 08:48:57
457,185,123,2,21.43,42.86,2026-01-03 08:48:57,2025-10-21 08:48:57
458,185,123,3,21.43,64.29,2026-05-29 08:48:57,2025-10-24 08:48:57
459,186,72,1,9.19,9.19,2026-07-24 08:48:57,2025-12-16 08:48:57
460,187,24,3,7.81,23.43,2026-01-24 08:48:57,2025-12-11 08:48:57
461,188,35,2,4.23,8.46,2026-04-12 08:48:57,2026-07-02 08:48:57
462,189,143,1,19.63,19.63,2026-06-07 08:48:57,2026-02-11 08:48:57
463,190,100,3,20.22,60.66,2026-06-28 08:48:57,2026-08-05 08:48:57
464,190,102,3,7.59,22.77,2026-03-10 08:48:57,2026-05-23 08:48:57
465,190,102,3,7.59,22.77,2025-07-27 08:48:57,2025-10-19 08:48:57
466,191,131,2,14.69,29.38,2025-07-14 08:48:57,2026-06-04 08:48:57
467,192,100,2,20.22,40.44,2025-09-27 08:48:57,2025-12-19 08:48:57
468,192,99,3,15.48,46.44,2026-07-08 08:48:57,2026-01-28 08:48:57
469,192,101,3,9.38,28.14,2026-07-28 08:48:57,2026-03-15 08:48:57
470,192,102,2,7.59,15.18,2025-08-21 08:48:57,2025-10-04 08:48:57
471,193,87,3,16.69,50.07,2026-07-03 08:48:57,2025-09-30 08:48:57
472,193,83,3,18.77,56.31,2026-07-16 08:48:57,2025-11-23 08:48:57
473,194,57,1,19.48,19.48,2026-01-29 08:48:57,2026-02-07 08:48:57
474,194,60,3,6.82,20.46,2026-07-24 08:48:57,2026-02-07 08:48:57
475,194,59,1,15.89,15.89,2025-09-16 08:48:57,2025-10-31 08:48:57
476,195,25,3,17.54,52.62,2025-07-13 08:48:57,2026-05-01 08:48:57
477,196,54,1,18.8,18.8,2025-11-10 08:48:57,2026-06-16 08:48:57
478,196,55,3,6.73,20.19,2025-07-24 08:48:57,2025-10-20 08:48:57
479,197,12,2,12.72,25.44,2026-02-14 08:48:57,2026-03-30 08:48:57
480,197,15,2,5.16,10.32,2026-07-17 08:48:57,2026-07-12 08:48:57
481,198,19,2,18.4,36.8,2025-12-08 08:48:57,2025-11-30 08:48:57
482,198,17,2,10.85,21.7,2025-08-15 08:48:57,2025-11-14 08:48:57
483,198,19,2,18.4,36.8,2025-09-30 08:48:57,2026-02-06 08:48:57
484,199,94,2,21.95,43.9,2026-06-30 08:48:57,2026-07-03 08:48:57
485,200,40,2,10.06,20.12,2026-07-05 08:48:57,2026-06-19 08:48:57
486,200,40,2,10.06,20.12,2026-06-17 08:48:57,2025-08-22 08:48:57
487,200,40,2,10.06,20.12,2026-05-28 08:48:57,2026-05-01 08:48:57
488,200,43,3,12.79,38.37,2026-08-02 08:48:57,2026-03-16 08:48:57
489,201,98,3,19.68,59.04,2026-06-07 08:48:57,2025-12-14 08:48:57
490,201,95,2,11.99,23.98,2025-12-29 08:48:57,2025-08-01 08:48:57
491,201,98,1,19.68,19.68,2026-03-17 08:48:57,2026-05-09 08:48:57
492,201,93,1,19.7,19.7,2026-04-17 08:48:57,2025-11-20 08:48:57
493,202,48,3,6.15,18.45,2026-02-19 08:48:57,2025-09-12 08:48:57
494,202,50,2,10.5,21.0,2025-12-08 08:48:57,2025-10-14 08:48:57
495,202,50,3,10.5,31.5,2025-11-15 08:48:57,2025-11-06 08:48:57
496,203,24,2,7.81,15.62,2025-10-27 08:48:57,2026-06-07 08:48:57
497,203,27,2,18.06,36.12,2026-05-18 08:48:57,2026-04-02 08:48:57
498,203,22,2,14.65,29.3,2026-02-04 08:48:57,2026-03-19 08:48:57
499,203,27,1,18.06,18.06,2026-05-30 08:48:57,2026-02-14 08:48:57
500,204,96,1,9.28,9.28,2025-10-01 08:48:57,2026-05-23 08:48:57
501,204,98,3,19.68,59.04,2026-03-20 08:48:57,2026-05-12 08:48:57
502,204,94,3,21.95,65.85,2025-08-24 08:48:57,2025-09-06 08:48:57
503,205,94,1,21.95,21.95,2026-06-15 08:48:57,2026-07-23 08:48:57
504,205,95,3,11.99,35.97,2026-06-10 08:48:57,2025-12-31 08:48:57
505,206,124,1,21.48,21.48,2026-04-30 08:48:57,2025-10-30 08:48:57
506,206,127,1,8.51,8.51,2025-09-07 08:48:57,2026-03-04 08:48:57
507,206,124,1,21.48,21.48,2026-02-04 08:48:57,2025-12-27 08:48:57
508,207,132,2,17.09,34.18,2026-06-12 08:48:57,2026-08-01 08:48:57
509,207,131,2,14.69,29.38,2025-07-16 08:48:57,2026-05-31 08:48:57
510,208,66,1,20.97,20.97,2026-08-11 08:48:57,2025-07-31 08:48:57
511,208,68,3,8.12,24.36,2026-02-25 08:48:57,2025-09-16 08:48:57
512,208,66,2,20.97,41.94,2026-03-18 08:48:57,2025-07-23 08:48:57
513,208,68,3,8.12,24.36,2026-05-30 08:48:57,2025-10-28 08:48:57
514,209,106,3,15.18,45.54,2026-06-17 08:48:57,2025-08-04 08:48:57
515,209,107,1,9.56,9.56,2026-06-03 08:48:57,2025-08-31 08:48:57
516,209,108,1,5.62,5.62,2026-03-09 08:48:57,2026-08-01 08:48:57
517,209,107,3,9.56,28.68,2026-04-23 08:48:57,2025-12-28 08:48:57
518,210,77,2,21.52,43.04,2026-07-16 08:48:57,2025-10-06 08:48:57
519,210,78,3,4.25,12.75,2025-11-17 08:48:57,2026-04-22 08:48:57
520,210,79,1,21.05,21.05,2026-08-02 08:48:57,2026-07-02 08:48:57
521,211,17,3,10.85,32.55,2026-01-24 08:48:57,2026-05-06 08:48:57
522,211,20,2,12.74,25.48,2025-10-09 08:48:57,2025-10-08 08:48:57
523,211,17,3,10.85,32.55,2026-02-10 08:48:57,2026-01-22 08:48:57
524,211,18,3,19.36,58.08,2026-01-07 08:48:57,2026-02-05 08:48:57
525,212,59,1,15.89,15.89,2026-03-21 08:48:57,2026-02-18 08:48:57
526,212,59,2,15.89,31.78,2025-12-28 08:48:57,2025-10-30 08:48:57
527,212,57,1,19.48,19.48,2025-08-06 08:48:57,2025-12-29 08:48:57
528,212,62,2,5.28,10.56,2025-12-30 08:48:57,2026-03-19 08:48:57
529,213,76,3,6.36,19.08,2026-01-13 08:48:57,2026-06-03 08:48:57
530,213,73,1,8.54,8.54,2026-04-29 08:48:57,2026-03-11 08:48:57
531,214,103,2,14.29,28.58,2026-07-11 08:48:57,2025-10-15 08:48:57
532,214,102,1,7.59,7.59,2026-08-10 08:48:57,2026-01-16 08:48:57
533,214,101,2,9.38,18.76,2026-05-16 08:48:57,2025-11-02 08:48:57
534,214,102,3,7.59,22.77,2025-10-27 08:48:57,2025-07-23 08:48:57
535,215,70,1,15.43,15.43,2026-01-30 08:48:57,2026-03-18 08:48:57
536,215,72,1,9.19,9.19,2026-03-12 08:48:57,2025-10-18 08:48:57
537,216,114,3,14.52,43.56,2025-07-31 08:48:57,2025-12-19 08:48:57
538,216,112,1,21.41,21.41,2026-08-12 08:48:57,2026-05-27 08:48:57
539,216,113,2,13.66,27.32,2025-09-20 08:48:57,2025-09-22 08:48:57
540,217,133,3,19.25,57.75,2025-09-07 08:48:57,2026-03-19 08:48:57
541,217,136,1,12.17,12.17,2025-12-05 08:48:57,2025-08-26 08:48:57
542,217,134,1,5.32,5.32,2026-06-13 08:48:57,2025-07-18 08:48:57
543,217,135,2,6.27,12.54,2026-07-10 08:48:57,2025-10-11 08:48:57
544,218,56,2,17.76,35.52,2025-10-28 08:48:57,2026-01-02 08:48:57
545,218,54,3,18.8,56.4,2025-08-27 08:48:57,2025-12-13 08:48:57
546,218,52,2,5.85,11.7,2025-11-24 08:48:57,2025-08-03 08:48:57
547,219,63,2,11.65,23.3,2026-05-22 08:48:57,2025-10-20 08:48:57
548,220,65,2,11.9,23.8,2025-12-20 08:48:57,2025-08-24 08:48:57
549,221,41,1,10.39,10.39,2026-07-17 08:48:57,2026-03-27 08:48:57
550,221,41,2,10.39,20.78,2025-09-22 08:48:57,2026-02-12 08:48:57
551,222,106,2,15.18,30.36,2025-11-15 08:48:57,2025-09-20 08:48:57
552,223,49,1,8.98,8.98,2025-07-17 08:48:57,2025-09-26 08:48:57
553,224,133,3,19.25,57.75,2025-07-24 08:48:57,2026-05-20 08:48:57
554,224,135,2,6.27,12.54,2025-08-28 08:48:57,2026-03-12 08:48:57
555,225,90,1,17.0,17.0,2025-11-13 08:48:57,2025-10-21 08:48:57
556,225,90,1,17.0,17.0,2026-08-07 08:48:57,2026-06-04 08:48:57
557,225,92,2,15.7,31.4,2026-02-04 08:48:57,2025-07-11 08:48:57
558,226,55,2,6.73,13.46,2026-05-22 08:48:57,2026-06-22 08:48:57
559,226,53,1,11.93,11.93,2025-11-29 08:48:57,2026-04-22 08:48:57
560,226,53,3,11.93,35.79,2025-10-03 08:48:57,2025-08-25 08:48:57
561,226,56,3,17.76,53.28,2025-08-14 08:48:57,2025-11-04 08:48:57
562,227,7,2,7.17,14.34,2026-07-05 08:48:57,2026-06-15 08:48:57
563,228,99,2,15.48,30.96,2026-02-16 08:48:57,2026-03-07 08:48:57
564,228,101,1,9.38,9.38,2025-12-30 08:48:57,2025-10-12 08:48:57
565,229,139,3,10.74,32.22,2026-03-11 08:48:57,2026-07-30 08:48:57
566,229,138,1,11.49,11.49,2026-06-09 08:48:57,2025-08-23 08:48:57
567,229,139,3,10.74,32.22,2026-04-19 08:48:57,2026-03-09 08:48:57
568,230,18,1,19.36,19.36,2026-07-04 08:48:57,2026-01-08 08:48:57
569,230,17,1,10.85,10.85,2026-08-04 08:48:57,2025-07-13 08:48:57
570,231,143,1,19.63,19.63,2026-05-05 08:48:57,2026-06-19 08:48:57
571,231,137,3,11.74,35.22,2025-11-24 08:48:57,2025-10-14 08:48:57
572,231,137,2,11.74,23.48,2026-06-14 08:48:57,2026-04-06 08:48:57
573,231,137,1,11.74,11.74,2026-03-12 08:48:57,2025-09-06 08:48:57
574,232,28,1,6.74,6.74,2025-10-09 08:48:57,2026-04-30 08:48:57
575,233,46,3,11.66,34.98,2026-02-15 08:48:57,2026-07-30 08:48:57
576,233,45,1,9.51,9.51,2025-07-27 08:48:57,2026-03-24 08:48:57
577,234,71,1,10.0,10.0,2025-11-30 08:48:57,2025-07-10 08:48:57
578,234,70,3,15.43,46.29,2025-10-26 08:48:57,2026-07-10 08:48:57
579,234,69,3,12.47,37.41,2025-07-19 08:48:57,2026-08-06 08:48:57
580,235,26,1,17.48,17.48,2026-03-22 08:48:57,2026-05-18 08:48:57
581,235,27,3,18.06,54.18,2026-08-11 08:48:57,2025-08-07 08:48:57
582,236,33,3,19.31,57.93,2025-08-16 08:48:57,2025-12-13 08:48:57
583,237,50,3,10.5,31.5,2026-05-11 08:48:57,2025-12-31 08:48:57
584,237,50,1,10.5,10.5,2026-05-13 08:48:57,2026-02-13 08:48:57
585,237,48,2,6.15,12.3,2026-04-26 08:48:57,2025-11-23 08:48:57
586,238,96,1,9.28,9.28,2025-07-20 08:48:57,2026-03-06 08:48:57
587,238,93,2,19.7,39.4,2026-06-18 08:48:57,2025-11-20 08:48:57
588,239,42,2,14.0,28.0,2025-08-18 08:48:57,2026-03-19 08:48:57
589,239,43,3,12.79,38.37,2026-07-24 08:48:57,2026-07-02 08:48:57
590,240,67,1,20.01,20.01,2026-01-28 08:48:57,2026-03-21 08:48:57
591,240,67,3,20.01,60.03,2025-08-02 08:48:57,2026-03-07 08:48:57
592,240,67,1,20.01,20.01,2025-11-03 08:48:57,2026-01-17 08:48:57
593,241,121,2,11.98,23.96,2026-05-09 08:48:57,2026-07-09 08:48:57
594,241,121,2,11.98,23.96,2025-08-31 08:48:57,2026-02-06 08:48:57
595,241,116,1,15.44,15.44,2025-09-02 08:48:57,2025-12-05 08:48:57
596,242,31,2,4.46,8.92,2025-11-19 08:48:57,2025-09-10 08:48:57
597,243,32,1,5.37,5.37,2026-01-23 08:48:57,2026-01-20 08:48:57
598,244,112,1,21.41,21.41,2026-02-08 08:48:57,2026-05-04 08:48:57
599,245,105,3,17.96,53.88,2026-01-19 08:48:57,2026-06-12 08:48:57
600,245,105,2,17.96,35.92,2025-08-07 08:48:57,2025-12-01 08:48:57
601,245,106,3,15.18,45.54,2025-07-17 08:48:57,2025-10-20 08:48:57
602,246,87,3,16.69,50.07,2026-01-21 08:48:57,2026-02-12 08:48:57
603,246,84,3,21.98,65.94,2025-10-09 08:48:57,2026-01-18 08:48:57
604,246,84,3,21.98,65.94,2026-03-24 08:48:57,2026-05-30 08:48:57
605,247,2,1,15.95,15.95,2026-04-07 08:48:57,2025-12-06 08:48:57
606,247,8,1,12.22,12.22,2025-09-26 08:48:57,2026-06-06 08:48:57
607,247,1,1,18.29,18.29,2025-08-01 08:48:57,2026-07-17 08:48:57
608,247,2,2,15.95,31.9,2025-08-31 08:48:57,2026-07-31 08:48:57
609,248,91,3,18.07,54.21,2025-08-31 08:48:57,2026-02-27 08:48:57
610,248,89,2,19.74,39.48,2025-09-29 08:48:57,2025-09-28 08:48:57
611,249,111,3,21.33,63.99,2025-07-25 08:48:57,2025-11-20 08:48:57
612,250,96,1,9.28,9.28,2026-03-16 08:48:57,2025-09-09 08:48:57
613,250,96,2,9.28,18.56,2025-11-28 08:48:57,2026-04-02 08:48:57
614,250,97,2,11.42,22.84,2025-11-10 08:48:57,2025-11-07 08:48:57
615,250,93,1,19.7,19.7,2026-01-05 08:48:57,2026-06-14 08:48:57
616,251,136,2,12.17,24.34,2026-02-02 08:48:57,2025-12-30 08:48:57
617,251,136,1,12.17,12.17,2026-07-28 08:48:57,2026-05-15 08:48:57
618,251,135,3,6.27,18.81,2026-05-21 08:48:57,2025-12-05 08:48:57
619,251,136,1,12.17,12.17,2026-03-07 08:48:57,2025-08-12 08:48:57
620,252,144,1,5.86,5.86,2025-10-26 08:48:57,2025-09-02 08:48:57
621,252,144,3,5.86,17.58,2025-11-03 08:48:57,2025-08-28 08:48:57
622,252,144,2,5.86,11.72,2025-10-30 08:48:57,2026-05-25 08:48:57
623,252,137,2,11.74,23.48,2026-04-01 08:48:57,2025-12-03 08:48:57
624,253,56,3,17.76,53.28,2026-02-14 08:48:57,2025-07-17 08:48:57
625,253,54,2,18.8,37.6,2026-07-13 08:48:57,2026-07-30 08:48:57
626,253,56,1,17.76,17.76,2026-06-09 08:48:57,2026-02-07 08:48:57
627,253,54,3,18.8,56.4,2025-10-19 08:48:57,2026-07-31 08:48:57
628,254,118,1,5.75,5.75,2026-01-06 08:48:57,2026-02-18 08:48:57
629,254,117,2,6.1,12.2,2026-02-15 08:48:57,2026-07-16 08:48:57
630,254,120,1,15.08,15.08,2026-04-09 08:48:57,2026-04-15 08:48:57
631,255,77,3,21.52,64.56,2026-07-11 08:48:57,2026-03-10 08:48:57
632,255,77,2,21.52,43.04,2026-05-19 08:48:57,2026-08-03 08:48:57
633,255,79,1,21.05,21.05,2025-12-21 08:48:57,2025-09-11 08:48:57
634,256,56,3,17.76,53.28,2026-01-10 08:48:57,2026-03-30 08:48:57
635,256,52,3,5.85,17.55,2025-12-16 08:48:57,2025-10-16 08:48:57
636,256,52,2,5.85,11.7,2026-02-01 08:48:57,2025-10-25 08:48:57
637,256,55,2,6.73,13.46,2025-10-24 08:48:57,2026-06-24 08:48:57
638,257,32,3,5.37,16.11,2025-09-02 08:48:57,2026-04-30 08:48:57
639,257,34,2,13.59,27.18,2025-11-29 08:48:57,2025-07-18 08:48:57
640,257,37,2,17.21,34.42,2026-05-20 08:48:57,2025-10-03 08:48:57
641,257,34,2,13.59,27.18,2026-01-02 08:48:57,2026-05-02 08:48:57
642,258,138,3,11.49,34.47,2026-04-26 08:48:57,2026-03-19 08:48:57
643,258,141,1,18.61,18.61,2026-03-14 08:48:57,2025-10-24 08:48:57
644,258,143,1,19.63,19.63,2025-09-28 08:48:57,2025-07-29 08:48:57
645,258,138,3,11.49,34.47,2025-10-21 08:48:57,2026-06-26 08:48:57
646,259,130,1,17.42,17.42,2025-10-27 08:48:57,2025-11-15 08:48:57
647,259,131,2,14.69,29.38,2026-04-28 08:48:57,2026-02-17 08:48:57
648,259,128,3,10.45,31.35,2026-03-12 08:48:57,2025-11-28 08:48:57
649,260,125,3,7.69,23.07,2025-11-10 08:48:57,2026-03-06 08:48:57
650,260,123,2,21.43,42.86,2026-01-20 08:48:57,2026-04-07 08:48:57
651,260,126,3,17.94,53.82,2025-12-24 08:48:57,2025-09-04 08:48:57
652,261,111,3,21.33,63.99,2025-08-18 08:48:57,2025-11-22 08:48:57
653,261,112,3,21.41,64.23,2025-12-01 08:48:57,2026-04-26 08:48:57
654,262,13,3,8.22,24.66,2025-11-14 08:48:57,2025-10-03 08:48:57
655,262,15,3,5.16,15.48,2025-08-06 08:48:57,2025-09-27 08:48:57
656,262,9,3,21.1,63.3,2026-05-03 08:48:57,2026-02-08 08:48:57
657,262,16,1,5.12,5.12,2026-04-12 08:48:57,2026-05-28 08:48:57
658,263,143,2,19.63,39.26,2026-03-03 08:48:57,2026-07-12 08:48:57
659,263,140,2,18.97,37.94,2026-03-30 08:48:57,2026-03-20 08:48:57
660,263,139,2,10.74,21.48,2025-08-27 08:48:57,2025-10-10 08:48:57
661,264,96,1,9.28,9.28,2026-06-16 08:48:57,2026-05-29 08:48:57
662,264,94,1,21.95,21.95,2026-04-10 08:48:57,2026-03-08 08:48:57
663,265,48,3,6.15,18.45,2026-01-02 08:48:57,2026-01-09 08:48:57
